subscriberId,monthlySpend,dataUsageGb,voiceMinutes,churnRisk,valueScore,acceptedCampaigns,rejectedCampaigns,tariff,segment
SUB-02245,25.85,20.57,831,0.009,0.3586,4,3,Standart Tarife,PASIF
SUB-02246,106.17,21.81,324,0.246,0.1791,4,1,Premium Tarife,BELIRSIZ
SUB-02247,267.37,10.32,508,0.0805,0.289,2,1,Genç Tarife,BELIRSIZ
SUB-02248,230.52,17.06,854,0.0869,0.5092,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02249,342.66,32.77,317,0.3827,0.6182,0,2,Genç Tarife,YUKSEK_DEGER
SUB-02250,73.48,45.5,206,0.2109,0.6383,4,1,Aile Paketi,BELIRSIZ
SUB-02251,208.05,17.48,569,0.0398,0.3103,0,0,Aile Paketi,YUKSEK_DEGER
SUB-02252,131.98,33.36,138,0.0778,0.5274,0,0,Genç Tarife,YENI_ABONE
SUB-02253,89.18,7.61,189,0.2567,0.2824,2,2,Premium Tarife,BELIRSIZ
SUB-02254,250.2,11.63,116,0.0475,0.6673,1,1,Aile Paketi,YUKSEK_DEGER
SUB-02255,132.79,18.88,817,0.4577,0.6014,3,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02256,39.37,14.61,398,0.7454,0.2577,0,2,Standart Tarife,RISKLI_KAYIP
SUB-02257,229.11,13.5,583,0.0987,0.1805,0,2,Aile Paketi,YUKSEK_DEGER
SUB-02258,177.16,31.09,199,0.1213,0.3502,1,1,Standart Tarife,BELIRSIZ
SUB-02259,153.5,6.59,495,0.2247,0.5733,0,0,Standart Tarife,YENI_ABONE
SUB-02260,63.78,7.18,506,0.0748,0.3554,1,3,Premium Tarife,BELIRSIZ
SUB-02261,164.28,4.91,1118,0.0775,0.3946,1,0,Aile Paketi,YUKSEK_DEGER
SUB-02262,316.46,19.29,552,0.0583,0.5918,2,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02263,174.3,12.37,657,0.0967,0.5056,2,0,Öğrenci Tarifesi,BELIRSIZ
SUB-02264,49.03,29.11,420,0.4759,0.5243,6,1,Premium Tarife,BELIRSIZ
SUB-02265,182.09,18.13,32,0.3217,0.4305,3,0,Aile Paketi,RISKLI_KAYIP
SUB-02266,175.37,10.13,466,0.4671,0.4127,0,1,Aile Paketi,YUKSEK_DEGER
SUB-02267,217.84,8.92,338,0.2442,0.4301,0,1,Aile Paketi,YUKSEK_DEGER
SUB-02268,172.51,1.27,327,0.2461,0.1545,3,2,Aile Paketi,BELIRSIZ
SUB-02269,75.84,13.96,275,0.2033,0.2477,2,2,Genç Tarife,BELIRSIZ
SUB-02270,148.58,5.79,327,0.2385,0.4047,2,1,Standart Tarife,YUKSEK_DEGER
SUB-02271,121.04,31.58,238,0.2494,0.376,1,2,Genç Tarife,BELIRSIZ
SUB-02272,159.29,11.91,618,0.4643,0.1176,2,3,Aile Paketi,RISKLI_KAYIP
SUB-02273,255.41,4.13,176,0.1516,0.66,0,1,Standart Tarife,YUKSEK_DEGER
SUB-02274,93.12,35.78,1029,0.215,0.3198,2,1,Premium Tarife,RISKLI_KAYIP
SUB-02275,371.83,14.12,586,0.2145,0.4807,1,2,Genç Tarife,YUKSEK_DEGER
SUB-02276,181.4,23.61,723,0.43,0.2805,0,0,Premium Tarife,RISKLI_KAYIP
SUB-02277,229.86,10.24,186,0.5241,0.3104,3,2,Standart Tarife,BELIRSIZ
SUB-02278,212.46,36.59,261,0.2674,0.5106,0,2,Standart Tarife,BELIRSIZ
SUB-02279,177.17,7.95,409,0.5201,0.3138,1,1,Aile Paketi,RISKLI_KAYIP
SUB-02280,196.45,12.37,383,0.3436,0.5375,2,1,Premium Tarife,RISKLI_KAYIP
SUB-02281,15.0,2.92,587,0.1025,0.5728,0,2,Genç Tarife,PASIF
SUB-02282,212.23,36.01,384,0.205,0.3261,2,1,Aile Paketi,YUKSEK_DEGER
SUB-02283,79.88,9.24,1063,0.3914,0.4799,2,4,Premium Tarife,RISKLI_KAYIP
SUB-02284,137.64,19.61,190,0.0762,0.6491,2,2,Aile Paketi,YUKSEK_DEGER
SUB-02285,176.45,21.59,160,0.3155,0.4573,2,0,Premium Tarife,YUKSEK_DEGER
SUB-02286,261.9,32.22,252,0.2576,0.7233,2,3,Aile Paketi,BELIRSIZ
SUB-02287,79.89,18.58,327,0.4842,0.333,1,2,Standart Tarife,RISKLI_KAYIP
SUB-02288,107.85,14.75,762,0.0708,0.4582,3,3,Standart Tarife,BELIRSIZ
SUB-02289,117.18,30.06,486,0.1072,0.479,0,6,Standart Tarife,YUKSEK_DEGER
SUB-02290,160.43,21.34,39,0.3027,0.4095,3,2,Aile Paketi,BELIRSIZ
SUB-02291,121.72,13.11,44,0.4909,0.5422,1,3,Standart Tarife,BELIRSIZ
SUB-02292,196.96,37.06,349,0.3431,0.6073,0,3,Öğrenci Tarifesi,BELIRSIZ
SUB-02293,40.58,22.5,282,0.4966,0.0855,5,3,Genç Tarife,RISKLI_KAYIP
SUB-02294,131.09,5.35,356,0.4891,0.5241,3,2,Genç Tarife,RISKLI_KAYIP
SUB-02295,333.93,41.47,328,0.6965,0.3809,2,1,Standart Tarife,RISKLI_KAYIP
SUB-02296,121.92,10.03,969,0.1129,0.6172,1,2,Aile Paketi,YUKSEK_DEGER
SUB-02297,181.8,32.12,692,0.4131,0.6463,0,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02298,239.34,4.2,262,0.3772,0.2671,0,0,Aile Paketi,YENI_ABONE
SUB-02299,178.38,29.94,379,0.2329,0.1786,1,1,Premium Tarife,BELIRSIZ
SUB-02300,390.41,5.66,309,0.1078,0.3489,1,2,Premium Tarife,YUKSEK_DEGER
SUB-02301,150.67,18.23,65,0.6132,0.3334,0,1,Aile Paketi,BELIRSIZ
SUB-02302,202.64,22.07,271,0.079,0.3172,0,3,Aile Paketi,YUKSEK_DEGER
SUB-02303,164.37,13.32,273,0.375,0.316,2,1,Standart Tarife,BELIRSIZ
SUB-02304,296.73,16.06,231,0.0861,0.619,4,3,Standart Tarife,BELIRSIZ
SUB-02305,111.18,6.8,265,0.1094,0.2966,1,2,Genç Tarife,BELIRSIZ
SUB-02306,408.01,27.89,313,0.2458,0.3727,4,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02307,94.61,18.93,512,0.4905,0.5514,0,1,Aile Paketi,RISKLI_KAYIP
SUB-02308,351.81,7.91,245,0.4626,0.4547,1,1,Premium Tarife,YUKSEK_DEGER
SUB-02309,73.78,19.44,833,0.0231,0.4618,2,2,Genç Tarife,BELIRSIZ
SUB-02310,206.39,19.86,188,0.5255,0.4287,2,2,Standart Tarife,YUKSEK_DEGER
SUB-02311,142.93,16.62,747,0.443,0.4455,2,2,Aile Paketi,RISKLI_KAYIP
SUB-02312,236.54,1.29,460,0.1753,0.1936,1,3,Aile Paketi,BELIRSIZ
SUB-02313,184.41,11.9,149,0.2384,0.6363,1,3,Aile Paketi,YUKSEK_DEGER
SUB-02314,229.32,27.61,308,0.1531,0.2835,2,1,Genç Tarife,BELIRSIZ
SUB-02315,72.06,22.92,992,0.4777,0.3422,1,2,Standart Tarife,BELIRSIZ
SUB-02316,46.22,22.45,191,0.1331,0.2911,2,0,Aile Paketi,PASIF
SUB-02317,64.28,18.83,1009,0.3106,0.1349,1,4,Öğrenci Tarifesi,BELIRSIZ
SUB-02318,63.16,29.76,521,0.4048,0.4187,3,3,Genç Tarife,RISKLI_KAYIP
SUB-02319,71.47,9.99,465,0.4696,0.3862,0,5,Genç Tarife,RISKLI_KAYIP
SUB-02320,98.73,8.35,502,0.3203,0.4476,2,2,Öğrenci Tarifesi,BELIRSIZ
SUB-02321,98.17,48.25,302,0.7576,0.5611,3,2,Standart Tarife,RISKLI_KAYIP
SUB-02322,144.97,9.16,197,0.3598,0.1139,2,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02323,83.7,5.18,390,0.2328,0.3313,5,2,Genç Tarife,BELIRSIZ
SUB-02324,88.12,13.14,476,0.1707,0.4726,0,1,Premium Tarife,BELIRSIZ
SUB-02325,126.45,17.07,537,0.2232,0.1602,2,9,Premium Tarife,BELIRSIZ
SUB-02326,255.01,29.89,523,0.4761,0.1532,1,3,Standart Tarife,RISKLI_KAYIP
SUB-02327,109.99,11.92,610,0.0897,0.6573,0,2,Standart Tarife,BELIRSIZ
SUB-02328,139.27,11.84,1247,0.1635,0.6862,1,1,Standart Tarife,BELIRSIZ
SUB-02329,153.09,15.94,450,0.4472,0.1964,0,2,Standart Tarife,RISKLI_KAYIP
SUB-02330,77.12,10.39,807,0.1743,0.388,1,4,Premium Tarife,BELIRSIZ
SUB-02331,116.76,4.25,549,0.2343,0.5579,1,0,Premium Tarife,BELIRSIZ
SUB-02332,92.7,5.56,1327,0.1398,0.3947,3,2,Öğrenci Tarifesi,PASIF
SUB-02333,241.46,35.27,409,0.2509,0.3087,1,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02334,230.31,25.76,379,0.6345,0.6766,1,2,Genç Tarife,RISKLI_KAYIP
SUB-02335,86.73,15.55,776,0.5794,0.4037,2,2,Aile Paketi,RISKLI_KAYIP
SUB-02336,137.67,22.87,776,0.0761,0.1878,0,2,Aile Paketi,BELIRSIZ
SUB-02337,202.73,26.27,320,0.3832,0.3055,0,3,Standart Tarife,YUKSEK_DEGER
SUB-02338,172.83,9.56,537,0.3771,0.6278,1,1,Standart Tarife,BELIRSIZ
SUB-02339,183.73,6.74,614,0.0524,0.5684,0,2,Aile Paketi,BELIRSIZ
SUB-02340,77.43,32.93,593,0.0749,0.5255,0,3,Genç Tarife,BELIRSIZ
SUB-02341,344.65,1.74,502,0.4514,0.5602,1,3,Standart Tarife,YUKSEK_DEGER
SUB-02342,97.51,23.12,93,0.0317,0.1359,2,2,Genç Tarife,BELIRSIZ
SUB-02343,95.75,18.05,598,0.1709,0.2358,0,2,Premium Tarife,BELIRSIZ
SUB-02344,58.97,30.8,616,0.2866,0.4052,1,2,Genç Tarife,RISKLI_KAYIP
SUB-02345,129.84,23.7,515,0.0234,0.6702,0,1,Aile Paketi,BELIRSIZ
SUB-02346,270.27,22.77,296,0.2109,0.3191,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02347,171.81,7.34,932,0.25,0.5936,1,2,Premium Tarife,RISKLI_KAYIP
SUB-02348,136.06,26.95,194,0.2917,0.1821,3,4,Genç Tarife,YUKSEK_DEGER
SUB-02349,220.85,21.21,785,0.1493,0.6473,2,2,Standart Tarife,YUKSEK_DEGER
SUB-02350,266.5,8.19,192,0.1298,0.6859,0,0,Premium Tarife,YENI_ABONE
SUB-02351,230.02,18.17,726,0.3913,0.5534,1,1,Standart Tarife,YUKSEK_DEGER
SUB-02352,36.67,6.07,199,0.3718,0.4915,2,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02353,221.93,13.99,700,0.201,0.475,3,0,Öğrenci Tarifesi,BELIRSIZ
SUB-02354,187.95,60.94,1059,0.0298,0.3605,0,2,Öğrenci Tarifesi,BELIRSIZ
SUB-02355,85.49,7.0,1061,0.1102,0.0937,2,4,Öğrenci Tarifesi,BELIRSIZ
SUB-02356,188.4,4.21,922,0.4395,0.5491,2,3,Aile Paketi,RISKLI_KAYIP
SUB-02357,270.58,5.63,407,0.2539,0.5,2,3,Premium Tarife,YUKSEK_DEGER
SUB-02358,100.25,13.84,262,0.1342,0.5367,1,2,Premium Tarife,BELIRSIZ
SUB-02359,239.33,24.88,365,0.4357,0.708,1,3,Premium Tarife,YUKSEK_DEGER
SUB-02360,174.02,16.29,749,0.3379,0.7262,0,0,Aile Paketi,YUKSEK_DEGER
SUB-02361,15.0,4.81,592,0.2446,0.1964,2,2,Aile Paketi,PASIF
SUB-02362,142.15,24.66,1400,0.0491,0.6454,1,4,Aile Paketi,BELIRSIZ
SUB-02363,170.0,2.55,280,0.2409,0.4372,1,1,Aile Paketi,YUKSEK_DEGER
SUB-02364,119.64,5.33,1103,0.1402,0.2304,0,1,Genç Tarife,YENI_ABONE
SUB-02365,177.82,10.05,384,0.4118,0.543,2,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02366,133.09,32.17,192,0.2759,0.3397,0,2,Aile Paketi,BELIRSIZ
SUB-02367,454.21,16.77,491,0.3917,0.6646,2,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02368,114.48,17.25,583,0.8807,0.1894,1,0,Genç Tarife,RISKLI_KAYIP
SUB-02369,87.1,4.89,870,0.246,0.5471,1,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02370,232.51,10.86,280,0.129,0.4648,2,4,Premium Tarife,YENI_ABONE
SUB-02371,123.67,29.13,491,0.1841,0.4017,1,1,Premium Tarife,BELIRSIZ
SUB-02372,137.46,20.27,412,0.6311,0.3653,0,2,Genç Tarife,RISKLI_KAYIP
SUB-02373,130.42,25.28,319,0.2322,0.4312,2,2,Öğrenci Tarifesi,BELIRSIZ
SUB-02374,225.25,15.47,1035,0.1958,0.3682,0,1,Premium Tarife,BELIRSIZ
SUB-02375,71.09,29.34,588,0.3241,0.1586,1,0,Aile Paketi,RISKLI_KAYIP
SUB-02376,239.05,4.86,59,0.0678,0.2029,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02377,196.89,13.59,497,0.5513,0.3048,2,3,Standart Tarife,RISKLI_KAYIP
SUB-02378,372.49,22.42,113,0.1985,0.4168,1,2,Standart Tarife,YUKSEK_DEGER
SUB-02379,162.3,3.47,465,0.3356,0.4025,1,0,Standart Tarife,RISKLI_KAYIP
SUB-02380,74.68,0.88,130,0.3028,0.4405,0,4,Öğrenci Tarifesi,PASIF
SUB-02381,163.35,48.28,590,0.2694,0.2067,2,4,Standart Tarife,RISKLI_KAYIP
SUB-02382,175.41,16.93,111,0.3183,0.5498,1,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02383,283.79,3.12,200,0.2566,0.2922,5,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02384,74.55,16.62,675,0.5164,0.2191,2,2,Premium Tarife,BELIRSIZ
SUB-02385,49.07,5.41,407,0.18,0.5414,2,0,Öğrenci Tarifesi,PASIF
SUB-02386,165.37,7.34,140,0.2895,0.3137,4,1,Genç Tarife,BELIRSIZ
SUB-02387,381.53,32.89,996,0.0893,0.368,1,0,Aile Paketi,YUKSEK_DEGER
SUB-02388,213.59,10.25,306,0.2004,0.2363,0,1,Standart Tarife,BELIRSIZ
SUB-02389,220.71,10.18,343,0.1753,0.5073,3,2,Standart Tarife,YUKSEK_DEGER
SUB-02390,57.86,5.25,364,0.357,0.6675,3,2,Öğrenci Tarifesi,BELIRSIZ
SUB-02391,149.52,12.05,621,0.3832,0.5078,5,1,Premium Tarife,BELIRSIZ
SUB-02392,286.82,17.74,323,0.367,0.3695,0,2,Standart Tarife,YUKSEK_DEGER
SUB-02393,176.63,10.24,374,0.1295,0.3825,3,0,Aile Paketi,BELIRSIZ
SUB-02394,46.57,56.46,818,0.0866,0.5563,2,1,Standart Tarife,BELIRSIZ
SUB-02395,147.74,6.5,756,0.2427,0.2574,1,2,Standart Tarife,BELIRSIZ
SUB-02396,205.09,6.47,359,0.1058,0.4957,1,3,Aile Paketi,BELIRSIZ
SUB-02397,15.0,11.67,367,0.0681,0.4085,1,0,Premium Tarife,PASIF
SUB-02398,138.19,52.19,38,0.2643,0.2106,3,3,Öğrenci Tarifesi,BELIRSIZ
SUB-02399,80.93,25.56,459,0.3784,0.1481,1,0,Genç Tarife,BELIRSIZ
SUB-02400,236.55,9.97,691,0.3377,0.5902,2,0,Aile Paketi,YUKSEK_DEGER
SUB-02401,111.63,9.98,311,0.365,0.4025,2,2,Öğrenci Tarifesi,BELIRSIZ
SUB-02402,186.52,6.29,906,0.5762,0.4403,2,5,Premium Tarife,YUKSEK_DEGER
SUB-02403,145.38,11.41,100,0.1282,0.4097,3,1,Genç Tarife,BELIRSIZ
SUB-02404,108.97,13.31,211,0.5762,0.4244,4,3,Standart Tarife,RISKLI_KAYIP
SUB-02405,405.52,24.77,862,0.0331,0.4668,2,2,Premium Tarife,YUKSEK_DEGER
SUB-02406,101.31,21.3,674,0.4996,0.2953,1,3,Premium Tarife,RISKLI_KAYIP
SUB-02407,152.78,11.11,95,0.6861,0.4836,1,3,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02408,145.11,40.14,112,0.283,0.5488,1,3,Premium Tarife,BELIRSIZ
SUB-02409,162.93,8.89,596,0.1359,0.1404,3,3,Aile Paketi,BELIRSIZ
SUB-02410,388.75,4.13,519,0.1684,0.3499,1,2,Genç Tarife,YUKSEK_DEGER
SUB-02411,205.24,18.34,339,0.3331,0.5297,3,3,Aile Paketi,YUKSEK_DEGER
SUB-02412,108.3,31.29,887,0.4827,0.368,0,1,Standart Tarife,RISKLI_KAYIP
SUB-02413,322.23,15.02,252,0.2682,0.3304,1,3,Standart Tarife,YUKSEK_DEGER
SUB-02414,225.83,5.05,62,0.4671,0.662,2,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02415,109.66,17.28,621,0.4524,0.1314,1,4,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02416,294.83,18.88,709,0.0794,0.7694,1,1,Standart Tarife,YUKSEK_DEGER
SUB-02417,57.39,20.31,263,0.1487,0.0685,0,0,Genç Tarife,YENI_ABONE
SUB-02418,69.07,17.54,167,0.0763,0.2599,0,2,Premium Tarife,BELIRSIZ
SUB-02419,44.2,34.07,65,0.7551,0.2729,1,0,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02420,29.93,6.15,402,0.6263,0.522,3,2,Aile Paketi,BELIRSIZ
SUB-02421,283.06,0.42,503,0.147,0.3981,0,2,Aile Paketi,YUKSEK_DEGER
SUB-02422,164.16,2.55,742,0.5507,0.138,0,4,Öğrenci Tarifesi,BELIRSIZ
SUB-02423,47.44,4.98,523,0.4365,0.4778,2,3,Aile Paketi,RISKLI_KAYIP
SUB-02424,142.82,27.74,278,0.0385,0.4483,2,2,Standart Tarife,YUKSEK_DEGER
SUB-02425,243.56,12.05,460,0.4525,0.5213,1,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02426,89.9,42.22,765,0.0818,0.2665,2,0,Premium Tarife,YUKSEK_DEGER
SUB-02427,119.66,5.75,498,0.2448,0.2757,3,2,Genç Tarife,RISKLI_KAYIP
SUB-02428,416.26,41.67,697,0.1078,0.6724,3,0,Aile Paketi,YUKSEK_DEGER
SUB-02429,126.58,7.41,174,0.1168,0.4652,3,0,Genç Tarife,BELIRSIZ
SUB-02430,50.47,13.29,606,0.2689,0.441,2,2,Öğrenci Tarifesi,BELIRSIZ
SUB-02431,104.1,3.14,523,0.2658,0.1553,3,2,Premium Tarife,BELIRSIZ
SUB-02432,44.95,38.09,321,0.3113,0.3109,0,1,Aile Paketi,BELIRSIZ
SUB-02433,215.02,14.7,774,0.5242,0.5002,1,4,Genç Tarife,YUKSEK_DEGER
SUB-02434,81.56,58.08,1237,0.2119,0.4109,2,2,Standart Tarife,YUKSEK_DEGER
SUB-02435,79.81,32.26,92,0.429,0.5642,1,3,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02436,437.56,13.04,332,0.0314,0.3687,0,0,Genç Tarife,YUKSEK_DEGER
SUB-02437,63.77,8.47,382,0.4809,0.5443,2,3,Genç Tarife,PASIF
SUB-02438,55.68,28.58,402,0.6508,0.5965,3,1,Aile Paketi,RISKLI_KAYIP
SUB-02439,71.62,15.87,256,0.5066,0.4543,1,3,Genç Tarife,RISKLI_KAYIP
SUB-02440,247.94,8.09,109,0.7,0.462,0,4,Standart Tarife,RISKLI_KAYIP
SUB-02441,198.83,16.73,344,0.3473,0.5098,0,0,Standart Tarife,YENI_ABONE
SUB-02442,103.22,2.11,385,0.1562,0.4541,0,1,Premium Tarife,BELIRSIZ
SUB-02443,97.16,20.59,324,0.5006,0.4142,0,1,Premium Tarife,YUKSEK_DEGER
SUB-02444,189.99,23.42,391,0.0315,0.6251,1,1,Premium Tarife,YUKSEK_DEGER
SUB-02445,167.92,5.56,467,0.1529,0.356,0,5,Öğrenci Tarifesi,BELIRSIZ
SUB-02446,131.77,34.68,353,0.078,0.528,0,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02447,202.86,29.92,254,0.1204,0.6021,2,2,Standart Tarife,YUKSEK_DEGER
SUB-02448,68.28,19.28,392,0.4022,0.2382,1,0,Aile Paketi,BELIRSIZ
SUB-02449,82.51,6.95,490,0.1793,0.517,2,3,Standart Tarife,BELIRSIZ
SUB-02450,209.09,24.39,416,0.2284,0.4199,2,1,Premium Tarife,BELIRSIZ
SUB-02451,176.12,11.54,1287,0.2336,0.428,0,2,Standart Tarife,BELIRSIZ
SUB-02452,27.88,17.86,513,0.0753,0.2324,3,3,Aile Paketi,BELIRSIZ
SUB-02453,148.99,26.01,403,0.3568,0.3689,0,0,Premium Tarife,YENI_ABONE
SUB-02454,428.82,4.2,228,0.2019,0.4466,1,1,Aile Paketi,YUKSEK_DEGER
SUB-02455,229.08,3.0,232,0.4756,0.7198,1,2,Genç Tarife,BELIRSIZ
SUB-02456,105.25,10.66,324,0.2908,0.0723,4,1,Genç Tarife,RISKLI_KAYIP
SUB-02457,87.47,51.82,331,0.2335,0.3993,2,3,Genç Tarife,BELIRSIZ
SUB-02458,181.11,59.64,322,0.2325,0.4289,1,4,Genç Tarife,YUKSEK_DEGER
SUB-02459,282.56,20.26,527,0.5208,0.7779,1,3,Aile Paketi,YUKSEK_DEGER
SUB-02460,39.73,30.49,758,0.4886,0.4307,2,2,Aile Paketi,BELIRSIZ
SUB-02461,173.4,15.16,622,0.4924,0.1953,0,1,Aile Paketi,RISKLI_KAYIP
SUB-02462,118.4,16.74,577,0.0961,0.5378,0,3,Öğrenci Tarifesi,BELIRSIZ
SUB-02463,164.13,13.28,209,0.566,0.3478,1,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02464,52.74,32.99,828,0.0277,0.1594,0,0,Aile Paketi,YENI_ABONE
SUB-02465,282.44,42.54,224,0.213,0.5992,2,4,Premium Tarife,YUKSEK_DEGER
SUB-02466,326.19,16.45,483,0.1678,0.3833,1,2,Standart Tarife,YUKSEK_DEGER
SUB-02467,217.03,16.69,555,0.1069,0.2994,4,0,Genç Tarife,BELIRSIZ
SUB-02468,363.61,13.81,843,0.3571,0.3739,0,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02469,114.67,43.24,1148,0.1453,0.6531,1,2,Premium Tarife,BELIRSIZ
SUB-02470,170.96,27.96,315,0.3117,0.3648,2,1,Premium Tarife,BELIRSIZ
SUB-02471,218.91,6.8,457,0.2458,0.595,3,0,Aile Paketi,YUKSEK_DEGER
SUB-02472,182.53,50.81,796,0.2016,0.1531,3,0,Öğrenci Tarifesi,BELIRSIZ
SUB-02473,124.18,1.22,1208,0.2785,0.5394,3,1,Premium Tarife,YUKSEK_DEGER
SUB-02474,132.66,40.45,339,0.3476,0.6494,0,1,Premium Tarife,BELIRSIZ
SUB-02475,309.55,31.24,217,0.5075,0.6095,2,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02476,144.41,16.49,140,0.0431,0.2845,1,1,Genç Tarife,BELIRSIZ
SUB-02477,273.36,16.19,96,0.0265,0.6971,2,3,Aile Paketi,YUKSEK_DEGER
SUB-02478,139.82,14.35,245,0.116,0.2379,1,2,Standart Tarife,BELIRSIZ
SUB-02479,272.43,7.1,702,0.2092,0.3569,0,2,Standart Tarife,YUKSEK_DEGER
SUB-02480,153.98,48.22,727,0.1603,0.2171,1,3,Premium Tarife,BELIRSIZ
SUB-02481,208.43,15.84,513,0.2168,0.4406,1,1,Aile Paketi,YUKSEK_DEGER
SUB-02482,94.79,6.98,328,0.6109,0.2837,3,2,Premium Tarife,RISKLI_KAYIP
SUB-02483,170.74,46.33,528,0.4187,0.4343,0,1,Premium Tarife,YUKSEK_DEGER
SUB-02484,95.72,21.89,420,0.1845,0.4484,1,3,Genç Tarife,BELIRSIZ
SUB-02485,112.88,22.82,339,0.396,0.2616,1,2,Aile Paketi,RISKLI_KAYIP
SUB-02486,118.78,53.2,498,0.1362,0.5763,2,1,Genç Tarife,RISKLI_KAYIP
SUB-02487,131.24,25.04,318,0.1048,0.4463,1,0,Genç Tarife,YUKSEK_DEGER
SUB-02488,254.64,9.6,496,0.0221,0.3865,0,4,Genç Tarife,YUKSEK_DEGER
SUB-02489,110.12,25.01,547,0.1109,0.4047,3,3,Standart Tarife,BELIRSIZ
SUB-02490,160.38,7.68,633,0.2752,0.5352,2,3,Premium Tarife,BELIRSIZ
SUB-02491,272.93,11.14,113,0.4127,0.415,0,2,Aile Paketi,YUKSEK_DEGER
SUB-02492,205.91,19.79,835,0.2075,0.6307,1,1,Premium Tarife,YUKSEK_DEGER
SUB-02493,40.4,30.18,384,0.5671,0.4441,0,2,Standart Tarife,RISKLI_KAYIP
SUB-02494,51.68,10.06,1156,0.5785,0.6559,0,3,Genç Tarife,RISKLI_KAYIP
SUB-02495,184.55,14.03,705,0.3553,0.5851,0,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02496,106.58,13.92,222,0.345,0.1788,1,2,Standart Tarife,RISKLI_KAYIP
SUB-02497,46.42,33.74,583,0.1064,0.4247,1,3,Standart Tarife,BELIRSIZ
SUB-02498,101.63,16.18,798,0.1473,0.1937,0,4,Standart Tarife,BELIRSIZ
SUB-02499,188.64,50.37,351,0.2004,0.4193,0,2,Standart Tarife,YUKSEK_DEGER
SUB-02500,117.95,11.13,210,0.1349,0.3891,1,3,Standart Tarife,BELIRSIZ
SUB-02501,151.18,10.42,184,0.4077,0.3285,1,2,Premium Tarife,YUKSEK_DEGER
SUB-02502,124.7,39.97,137,0.1684,0.2874,0,1,Aile Paketi,BELIRSIZ
SUB-02503,92.57,23.63,69,0.0684,0.3053,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02504,168.77,69.73,389,0.1376,0.4187,4,1,Genç Tarife,YUKSEK_DEGER
SUB-02505,42.72,39.0,191,0.2912,0.6559,2,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02506,84.95,5.38,263,0.6678,0.3694,3,2,Aile Paketi,RISKLI_KAYIP
SUB-02507,228.58,15.9,1172,0.544,0.5302,0,1,Aile Paketi,RISKLI_KAYIP
SUB-02508,52.91,19.78,549,0.5038,0.0872,1,0,Genç Tarife,BELIRSIZ
SUB-02509,146.61,18.8,217,0.1695,0.2265,0,2,Standart Tarife,BELIRSIZ
SUB-02510,112.14,14.2,1501,0.1862,0.4564,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02511,105.43,18.53,494,0.1081,0.3384,2,2,Aile Paketi,YUKSEK_DEGER
SUB-02512,241.18,19.24,21,0.3895,0.4294,1,3,Standart Tarife,YUKSEK_DEGER
SUB-02513,268.44,10.19,1422,0.0684,0.2899,1,0,Premium Tarife,BELIRSIZ
SUB-02514,71.5,32.83,1006,0.217,0.2145,0,2,Aile Paketi,BELIRSIZ
SUB-02515,131.91,46.69,505,0.0825,0.3699,1,1,Premium Tarife,BELIRSIZ
SUB-02516,34.11,26.48,387,0.3286,0.5015,2,0,Standart Tarife,BELIRSIZ
SUB-02517,233.4,21.4,696,0.4903,0.3973,2,0,Premium Tarife,RISKLI_KAYIP
SUB-02518,141.98,15.15,477,0.1655,0.3424,4,1,Aile Paketi,YUKSEK_DEGER
SUB-02519,50.24,19.66,300,0.1966,0.5077,1,2,Genç Tarife,BELIRSIZ
SUB-02520,87.74,21.09,287,0.2895,0.2117,0,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02521,67.1,7.12,765,0.322,0.2123,0,2,Öğrenci Tarifesi,RISKLI_KAYIP
